Company,InsuranceGroup,VehicleType,Region,Date,Premium,Vehicles
Company 6,Group A,PPV,North,2021-10-01,1877631,1273.000001
Company 9,Group A,PPV,North,2021-10-01,417110,328.2500001
Company 6,Group A,PPV,North,2021-09-01,2106359,1426.333334
Company 5,Group A,PPV,North,2021-09-01,6173925,4102.083334
Company 9,Group A,PPV,North,2021-09-01,469406,326.7500001
Company 4,Group A,PPV,North,2021-09-01,303687,249.2500001
Company 9,Group A,PPV,North,2021-08-01,463751,341.7500001
Company 4,Group A,PPV,North,2021-08-01,431806,310.8333334
Company 6,Group A,PPV,North,2021-08-01,2033810,1377.750001
Company 5,Group A,PPV,North,2021-08-01,6453285,4248.000001
Company 7,Group A,PPV,North,2021-08-01,4,0
Company 9,Group A,PPV,North,2021-07-01,482886,346
Company 5,Group A,PPV,North,2021-07-01,6338988,4317.250001
Company 7,Group A,PPV,North,2021-07-01,-251,-0.08333333
Company 6,Group A,PPV,North,2021-07-01,2080480,1412.000001
Company 4,Group A,PPV,North,2021-07-01,470598,346.5833334
Company 6,Group A,PPV,North,2021-06-01,2111860,1483.000001
Company 9,Group A,PPV,North,2021-06-01,540402,383.7500002
Company 7,Group A,PPV,North,2021-06-01,618,0.33333332
Company 5,Group A,PPV,North,2021-06-01,7011699,4654.916667
Company 4,Group A,PPV,North,2021-06-01,414974,314.1666667
Company 3,Group A,PPV,North,2021-05-01,173,0.16666666
Company 6,Group A,PPV,North,2021-05-01,2158078,1541.916667
Company 4,Group A,PPV,North,2021-05-01,387320,292.6666666
Company 7,Group A,PPV,North,2021-05-01,1885,0.58333329
Company 5,Group A,PPV,North,2021-05-01,7236335,4766
Company 9,Group A,PPV,North,2021-05-01,487630,369.0000001
Company 3,Group A,PPV,North,2021-04-01,2237,1.8333333
Company 4,Group A,PPV,North,2021-04-01,475019,365.1666666
Company 7,Group A,PPV,North,2021-04-01,1144,1.66666663
Company 9,Group A,PPV,North,2021-04-01,589601,421
Company 5,Group A,PPV,North,2021-04-01,7046515,4858.833333
Company 6,Group A,PPV,North,2021-04-01,2043911,1418.166667
Company 6,Group A,PPV,North,2021-03-01,1745379,1186.916667
Company 9,Group A,PPV,North,2021-03-01,285867,309.4166668
Company 4,Group A,PPV,North,2021-03-01,403657,297.9166667
Company 7,Group A,PPV,North,2021-03-01,-55661,0.58333333
Company 3,Group A,PPV,North,2021-03-01,205,0.41666667
Company 5,Group A,PPV,North,2021-03-01,5417300,4391.166667
Company 5,Group A,PPV,North,2021-02-01,4645809,3012.083334
Company 3,Group A,PPV,North,2021-02-01,-228,-0.25
Company 9,Group A,PPV,North,2021-02-01,344877,267.6666667
Company 7,Group A,PPV,North,2021-02-01,-4544,-5.49999992
Company 6,Group A,PPV,North,2021-02-01,1419656,929.5833339
Company 4,Group A,PPV,North,2021-02-01,355591,269.8333334
Company 9,Group A,PPV,North,2021-01-01,334872,242.7500001
Company 5,Group A,PPV,North,2021-01-01,4982247,3154.666668
Company 3,Group A,PPV,North,2021-01-01,-309,-0.58333333
Company 4,Group A,PPV,North,2021-01-01,353262,257.5000001
Company 7,Group A,PPV,North,2021-01-01,1481,-0.33333326
Company 6,Group A,PPV,North,2021-01-01,1450099,946.0000006
Company 3,Group A,PPV,South,2021-01-01,-417,-0.33333333
Company 5,Group A,PPV,South,2021-01-01,5973960,4800.000001
Company 4,Group A,PPV,South,2021-01-01,261576,194.6666667
Company 7,Group A,PPV,South,2021-01-01,-58,-9.74999991
Company 6,Group A,PPV,South,2021-01-01,683851,493.5000002
Company 9,Group A,PPV,South,2021-01-01,309783,271.3333334
Company 9,Group A,PPV,South,2021-02-01,333407,306.0000001
Company 3,Group A,PPV,South,2021-02-01,-630,-0.49999999
Company 7,Group A,PPV,South,2021-02-01,-6389,-8.99999992
Company 6,Group A,PPV,South,2021-02-01,646791,488.3333336
Company 4,Group A,PPV,South,2021-02-01,238035,182.8333334
Company 5,Group A,PPV,South,2021-02-01,5843143,4742.000001
Company 7,Group A,PPV,South,2021-03-01,-96660,7.99999986
Company 3,Group A,PPV,South,2021-03-01,-635,-0.33333333
Company 5,Group A,PPV,South,2021-03-01,6287971,6544
Company 4,Group A,PPV,South,2021-03-01,247010,199.5833333
Company 6,Group A,PPV,South,2021-03-01,760488,590.6666668
Company 9,Group A,PPV,South,2021-03-01,346412,464.75
Company 6,Group A,PPV,South,2021-04-01,915087,711.3333334
Company 4,Group A,PPV,South,2021-04-01,325671,275.3333332
Company 5,Group A,PPV,South,2021-04-01,8295843,7068.166666
Company 9,Group A,PPV,South,2021-04-01,496603,448.5000001
Company 3,Group A,PPV,South,2021-04-01,718,1.33333332
Company 9,Group A,PPV,Edmonton,2023-04-01,4744054,3115.083334
Company 5,Group A,PPV,Edmonton,2023-04-01,18123903,10983.08333
Company 9,Group A,PPV,Edmonton,2023-05-01,4201214,2737.833334
Company 5,Group A,PPV,Edmonton,2023-05-01,17019228,10142.08333
Company 6,Group A,PPV,Edmonton,2023-05-01,4965696,3085.416667
Company 9,Group A,PPV,Edmonton,2023-06-01,3979356,2602.750001
Company 6,Group A,PPV,Edmonton,2023-06-01,5084159,3095.500001
Company 5,Group A,PPV,Edmonton,2023-06-01,19435473,11276.08333
Company 9,Group A,PPV,Edmonton,2023-07-01,4013145,2621.500001
Company 6,Group A,PPV,Edmonton,2023-07-01,4869505,2959.333334
Company 5,Group A,PPV,Edmonton,2023-07-01,18326620,10675.5
Company 6,Group A,PPV,Edmonton,2023-08-01,5273091,3189.000001
Company 9,Group A,PPV,Edmonton,2023-08-01,4272861,2694.833334
Company 5,Group A,PPV,Edmonton,2023-08-01,19318989,10996.16667
Company 9,Group A,PPV,Edmonton,2023-09-01,4216557,2673.250001
Company 6,Group A,PPV,Edmonton,2023-09-01,5166439,3057.500001
Company 5,Group A,PPV,Edmonton,2023-09-01,18447239,10370.58334
Company 5,Group A,PPV,Edmonton,2023-10-01,18700417,10180.58334
Company 9,Group A,PPV,Edmonton,2023-10-01,4116727,2750.500001
Company 6,Group A,PPV,Edmonton,2023-10-01,4715760,2780.916669
Company 9,Group A,PPV,Edmonton,2023-12-01,3108221,2002.000001
Company 6,Group A,PPV,Edmonton,2023-12-01,3309595,1976.166668
Company 5,Group A,PPV,Edmonton,2023-12-01,13338067,7293.833337
Company 9,Group A,PPV,Edmonton,2023-11-01,3579520,2339.833334
Company 6,Group A,PPV,Edmonton,2023-11-01,4153043,2471.666668
Company 5,Group A,PPV,Edmonton,2023-11-01,17016184,9225.833338
Company 9,Group A,PPV,North,2023-11-01,732121,539.7500001
Company 5,Group A,PPV,North,2023-11-01,6371606,3890.333336
Company 6,Group A,PPV,North,2023-11-01,1154366,718.1666672
Company 9,Group A,PPV,North,2023-12-01,654745,441.0000003
Company 5,Group A,PPV,North,2023-12-01,5179607,3214.583334
Company 6,Group A,PPV,North,2023-12-01,864654,580.166667
Company 9,Group A,PPV,North,2023-10-01,799647,582.9166668
Company 6,Group A,PPV,North,2023-10-01,1249978,812.833334
Company 5,Group A,PPV,North,2023-10-01,7368586,4600.833336
Company 9,Group A,PPV,North,2023-09-01,867359,592.8333335
Company 6,Group A,PPV,North,2023-09-01,1286679,864.5000003
Company 5,Group A,PPV,North,2023-09-01,7062607,4521.666667
Company 9,Group A,PPV,North,2023-08-01,803271,529.3333335
Company 6,Group A,PPV,North,2023-08-01,1443589,953.5000003
Company 5,Group A,PPV,North,2023-08-01,7385653,4713.833334
Company 6,Group A,PPV,North,2023-07-01,1460335,946.0833337
Company 5,Group A,PPV,North,2023-07-01,7072823,4656.166668
Company 9,Group A,PPV,North,2023-07-01,769342,541.0000002
Company 5,Group A,PPV,North,2023-06-01,7753317,5118.833334
Company 9,Group A,PPV,North,2023-06-01,948277,649.0000002
Company 6,Group A,PPV,North,2023-06-01,1473356,982.0000005
Company 5,Group A,PPV,North,2023-05-01,6586576,4463
Company 9,Group A,PPV,North,2023-05-01,885041,611.8333335
Company 6,Group A,PPV,North,2023-05-01,1389889,995.8333336
Company 6,Group A,PPV,North,2023-04-01,1329816,921.5833334
Company 5,Group A,PPV,North,2023-04-01,7893389,5356.666666
Company 9,Group A,PPV,North,2023-04-01,1181611,825.0833335
Company 6,Group A,PPV,North,2023-03-01,1252463,827.2500003
Company 5,Group A,PPV,North,2023-03-01,6919188,4525.750001
Company 9,Group A,PPV,North,2023-03-01,678631,493.5833334
Company 5,Group A,PPV,North,2023-02-01,5260310,3400.833334
Company 6,Group A,PPV,North,2023-02-01,924772,587.0833337
Company 9,Group A,PPV,North,2023-02-01,658064,444.1666668
Company 6,Group A,PPV,North,2023-01-01,886071,578.5000004
Company 9,Group A,PPV,North,2023-01-01,611437,424.1666668
Company 5,Group A,PPV,North,2023-01-01,5396938,3429.583335
Company 9,Group A,PPV,South,2023-01-01,398362,348.5833334
Company 5,Group A,PPV,South,2023-01-01,6876050,5262.500001
Company 6,Group A,PPV,South,2023-01-01,546206,387.0000003
Company 9,Group A,PPV,South,2023-02-01,393791,348.1666667
Company 6,Group A,PPV,South,2023-02-01,521195,387.5000002
Company 5,Group A,PPV,South,2023-02-01,6788158,5289.166668
Company 9,Group A,PPV,South,2023-03-01,550528,493.4166667
Company 6,Group A,PPV,South,2023-03-01,634576,473.0833333
Company 5,Group A,PPV,South,2023-03-01,9164532,7182.166667
Company 9,Group A,PPV,South,2023-04-01,777105,651.1666667
Company 5,Group A,PPV,South,2023-04-01,9642751,7864.166665
Company 6,Group A,PPV,South,2023-04-01,683327,524.0833334
Company 6,Group A,PPV,South,2023-05-01,844192,637.0833335
Company 9,Group A,PPV,South,2023-05-01,526813,459.8333334
Company 5,Group A,PPV,South,2023-05-01,8912370,7020.916666
Company 6,Group A,PPV,South,2023-06-01,737031,573.8333335
Company 5,Group A,PPV,South,2023-06-01,10029760,7848.583334
Company 9,Group A,PPV,South,2023-06-01,629222,533.8333334
Company 6,Group A,PPV,South,2023-07-01,801220,590.2500001
Company 9,Group A,PPV,South,2023-07-01,638132,540.7500002
Company 5,Group A,PPV,South,2023-07-01,9704011,7664.583334
Company 9,Group A,PPV,South,2023-08-01,540784,460.9166668
Company 6,Group A,PPV,South,2023-08-01,778126,586.4166668
Company 5,Group A,PPV,South,2023-08-01,9767081,7431.083334
Company 6,Group A,PPV,South,2023-09-01,771789,569.8333336
Company 5,Group A,PPV,South,2023-09-01,9462479,7204.666668
Company 9,Group A,PPV,South,2023-09-01,509547,422.0000002
Company 5,Group A,PPV,South,2023-10-01,8999454,6666.000003
Company 6,Group A,PPV,South,2023-10-01,748896,500.6666669
Company 9,Group A,PPV,South,2023-10-01,594434,500.7500001
Company 5,Group A,PPV,South,2023-12-01,6748059,5034.500001
Company 6,Group A,PPV,South,2023-12-01,486541,344.2500002
Company 9,Group A,PPV,South,2023-12-01,454547,379.3333334
Company 5,Group A,PPV,South,2023-11-01,8315161,6090.41667
Company 6,Group A,PPV,South,2023-11-01,674496,473.9166669
Company 9,Group A,PPV,South,2023-11-01,501255,410.5833334
Company 9,Group A,PPV,Calgary,2024-02-01,4009952,2525.416667
Company 6,Group A,PPV,Calgary,2024-02-01,-27802,-32.91666644
Company 5,Group A,PPV,Calgary,2024-02-01,16979557,9483.583336
Company 9,Group A,PPV,Calgary,2024-03-01,4865399,2997.916667
Company 5,Group A,PPV,Calgary,2024-03-01,21389450,12045
Company 6,Group A,PPV,Calgary,2024-03-01,-40783,-25.49999981
Company 5,Group A,PPV,Calgary,2024-04-01,22000498,12265.25
Company 6,Group A,PPV,Calgary,2024-04-01,-1646,5.74999987
Company 9,Group A,PPV,Calgary,2024-04-01,5431813,3350.916667
Company 9,Group A,PPV,Calgary,2024-01-01,3526200,2160.583334
Company 6,Group A,PPV,Calgary,2024-01-01,389439,234.3333339
Company 5,Group A,PPV,Calgary,2024-01-01,18052364,9945.583337
Company 9,Group A,PPV,Calgary,2024-05-01,5976462,3582.333334
Company 5,Group A,PPV,Calgary,2024-05-01,24011577,13212.08333
Company 6,Group A,PPV,Calgary,2024-05-01,-10232,-8.91666662
Company 5,Group A,PPV,Calgary,2024-06-01,25525399,13976
Company 9,Group A,PPV,Calgary,2024-06-01,6204273,3729.083334
Company 6,Group A,PPV,Calgary,2024-06-01,-11034,-12.33333318
Company 6,Group A,PPV,Calgary,2024-07-01,-6090,-8.08333314
Company 5,Group A,PPV,Calgary,2024-07-01,24925106,13167.91667
Company 9,Group A,PPV,Calgary,2024-07-01,6144663,3639.666667
Company 6,Group A,PPV,Calgary,2024-08-01,-13157,-9.66666649
Company 5,Group A,PPV,Calgary,2024-08-01,26602245,13690.25
Company 9,Group A,PPV,Calgary,2024-08-01,6673643,3808.000001
Company 9,Group A,PPV,Calgary,2024-09-01,6501350,3794.416667
Company 6,Group A,PPV,Calgary,2024-09-01,-8199,-7.83333316
Company 5,Group A,PPV,Calgary,2024-09-01,25430551,13119.58334
Company 9,Group A,PPV,Calgary,2024-10-01,6225228,3641.916667
Company 5,Group A,PPV,Calgary,2024-10-01,24763230,12517.08334
Company 6,Group A,PPV,Calgary,2024-10-01,-2295,-3.41666653
Company 9,Group A,PPV,Calgary,2024-12-01,4346064,2573.916667
Company 5,Group A,PPV,Calgary,2024-12-01,18702654,9357.583336
Company 6,Group A,PPV,Calgary,2024-12-01,-105,-0.24999999
Company 5,Group A,PPV,Calgary,2024-11-01,21769877,11030.08334
Company 9,Group A,PPV,Calgary,2024-11-01,5580049,3332.333334
Company 6,Group A,PPV,Calgary,2024-11-01,-1092,-0.8333333
Company 5,Group A,PPV,Central,2024-11-01,13443354,8600.916671
Company 9,Group A,PPV,Central,2024-11-01,2855783,2104.416667
Company 6,Group A,PPV,Central,2024-11-01,-1197,-1.6666666
Company 9,Group A,PPV,Central,2024-12-01,2392050,1638.583334
Company 6,Group A,PPV,Central,2024-12-01,208,0.16666666
Company 5,Group A,PPV,Central,2024-12-01,11190744,6951.583335
Company 5,Group A,PPV,Central,2024-10-01,15282628,9758.833337
Company 6,Group A,PPV,Central,2024-10-01,-1936,-2.74999989
Company 9,Group A,PPV,Central,2024-10-01,3434808,2444.666667
Company 5,Group A,PPV,Central,2024-09-01,15743857,10261
Company 9,Group A,PPV,Central,2024-09-01,3522283,2451.25
Company 6,Group A,PPV,Central,2024-09-01,-8621,-8.58333319
Company 9,Group A,PPV,Central,2024-08-01,3418821,2402
Company 6,Group A,PPV,Central,2024-08-01,-916,-4.99999986
Company 5,Group A,PPV,Central,2024-08-01,16502746,10699.16667
Company 6,Group A,PPV,Central,2024-07-01,-5951,-9.24999988
Company 9,Group A,PPV,Central,2024-07-01,3312993,2409.75
Company 5,Group A,PPV,Central,2024-07-01,15490852,10430.66667
Company 6,Group A,PPV,Central,2024-06-01,-12813,-11.08333321
Company 5,Group A,PPV,Central,2024-06-01,16055634,11141.33333
Company 9,Group A,PPV,Central,2024-06-01,3381454,2497.916667
Company 9,Group A,PPV,Central,2024-05-01,3317051,2383.25
Company 6,Group A,PPV,Central,2024-05-01,-13497,-11.83333323
Company 5,Group A,PPV,Central,2024-05-01,15460446,11026.66666
Company 9,Group A,PPV,Central,2024-01-01,1758310,1286.583333
Company 6,Group A,PPV,Central,2024-01-01,361088,275.3333337
Company 5,Group A,PPV,Central,2024-01-01,10693756,7242.166669
Company 9,Group A,PPV,Central,2024-04-01,3015547,2262.083334
Company 6,Group A,PPV,Central,2024-04-01,11817,5.66666673
Company 5,Group A,PPV,Central,2024-04-01,14480491,10376.75
Company 5,Group A,PPV,Central,2024-03-01,13065801,9148.416667
Company 9,Group A,PPV,Central,2024-03-01,2734536,2008.333334
Company 6,Group A,PPV,Central,2024-03-01,-21930,-14.58333321
Company 6,Group A,PPV,Central,2024-02-01,-30961,-42.33333293
Company 9,Group A,PPV,Central,2024-02-01,2220053,1655.166667
Company 5,Group A,PPV,Central,2024-02-01,10653855,7425.583335
Company 5,Group A,PPV,Edmonton,2024-02-01,13908697,8040.500001
Company 6,Group A,PPV,Edmonton,2024-02-01,-70317,-59.24999962
Company 9,Group A,PPV,Edmonton,2024-02-01,6028432,3768.083334
Company 6,Group A,PPV,Edmonton,2024-03-01,-38639,-35.16666652
Company 5,Group A,PPV,Edmonton,2024-03-01,17168032,9887.25
Company 9,Group A,PPV,Edmonton,2024-03-01,7179627,4510.166667
Company 9,Group A,PPV,Edmonton,2024-04-01,8480472,5347.500001
Company 5,Group A,PPV,Edmonton,2024-04-01,18321105,10874.25
Company 6,Group A,PPV,Edmonton,2024-04-01,-24447,2.58333339
Company 9,Group A,PPV,Edmonton,2024-01-01,4830616,3112.333334
Company 5,Group A,PPV,Edmonton,2024-01-01,13626451,7640.16667
Company 6,Group A,PPV,Edmonton,2024-01-01,985997,580.9166677
Company 6,Group A,PPV,Edmonton,2024-05-01,-10799,-7.91666671
Company 9,Group A,PPV,Edmonton,2024-05-01,9011487,5622.833334
Company 5,Group A,PPV,Edmonton,2024-05-01,20122562,11581.33333
Company 9,Group A,PPV,Edmonton,2024-06-01,9010242,5542.833334
Company 5,Group A,PPV,Edmonton,2024-06-01,20505078,11559.33333
Company 6,Group A,PPV,Edmonton,2024-06-01,-23148,-22.8333331
Company 9,Group A,PPV,Edmonton,2024-07-01,9100446,5515.416668
Company 6,Group A,PPV,Edmonton,2024-07-01,-13478,-15.91666635
Company 5,Group A,PPV,Edmonton,2024-07-01,20459701,11245.33333
Company 6,Group A,PPV,Edmonton,2024-08-01,-9720,-14.33333307
Company 9,Group A,PPV,Edmonton,2024-08-01,9637594,5757.333334
Company 5,Group A,PPV,Edmonton,2024-08-01,21365719,11556.5
Company 6,Group A,PPV,Edmonton,2024-09-01,-4852,-9.91666645
Company 5,Group A,PPV,Edmonton,2024-09-01,20173202,10778.41667
Company 9,Group A,PPV,Edmonton,2024-09-01,9428148,5625.583334
Company 6,Group A,PPV,Edmonton,2024-10-01,-9578,-9.33333305
Company 9,Group A,PPV,Edmonton,2024-10-01,9263228,5693.916667
Company 5,Group A,PPV,Edmonton,2024-10-01,19879058,10458.08334
Company 6,Group A,PPV,Edmonton,2024-12-01,-361,-0.49999998
Company 5,Group A,PPV,Edmonton,2024-12-01,14738817,7627.250002
Company 9,Group A,PPV,Edmonton,2024-12-01,6653610,4015.416667
Company 6,Group A,PPV,Edmonton,2024-11-01,-2412,-2.83333322
Company 9,Group A,PPV,Edmonton,2024-11-01,7801549,4880.416668
Company 5,Group A,PPV,Edmonton,2024-11-01,17445356,9139.083339
Company 6,Group A,PPV,North,2024-11-01,-361,-0.74999997
Company 9,Group A,PPV,North,2024-11-01,1897797,1254.75
Company 5,Group A,PPV,North,2024-11-01,6857616,3985.083336
Company 9,Group A,PPV,North,2024-12-01,1581164,1019.666667
Company 6,Group A,PPV,North,2024-12-01,-335,-0.24999999
Company 5,Group A,PPV,North,2024-12-01,5733345,3276.666668
Company 9,Group A,PPV,North,2024-10-01,2192246,1449
Company 5,Group A,PPV,North,2024-10-01,7792999,4691.166669
Company 6,Group A,PPV,North,2024-10-01,-2765,-3.33333322
Company 6,Group A,PPV,North,2024-09-01,-6001,-5.08333326
Company 5,Group A,PPV,North,2024-09-01,7640840,4649.000001
Company 9,Group A,PPV,North,2024-09-01,2200033,1425.833333
Company 9,Group A,PPV,North,2024-08-01,2247354,1447.333334
Company 5,Group A,PPV,North,2024-08-01,8156238,4929.416667
Company 6,Group A,PPV,North,2024-08-01,-6519,-6.74999991
Company 6,Group A,PPV,North,2024-07-01,-6263,-6.6666666
Company 5,Group A,PPV,North,2024-07-01,7723284,4922.333334
Company 9,Group A,PPV,North,2024-07-01,2229562,1481.5
Company 6,Group A,PPV,North,2024-06-01,-880,-1.83333331
Company 5,Group A,PPV,North,2024-06-01,8047434,5206.666667
Company 9,Group A,PPV,North,2024-06-01,2355186,1522.166667
Company 9,Group A,PPV,North,2024-05-01,2279995,1532.166667
Company 5,Group A,PPV,North,2024-05-01,7895679,5235.083333
Company 6,Group A,PPV,North,2024-05-01,-5325,1.25000002
Company 5,Group A,PPV,North,2024-01-01,5664764,3564.250001
Company 9,Group A,PPV,North,2024-01-01,1225467,798.6666668
Company 6,Group A,PPV,North,2024-01-01,190771,134.666667
Company 9,Group A,PPV,North,2024-04-01,2216364,1480.416667
Company 5,Group A,PPV,North,2024-04-01,7778642,5165.083332
Company 6,Group A,PPV,North,2024-04-01,539,-4.41666662
Company 6,Group A,PPV,North,2024-03-01,-44182,-29.33333318
Company 5,Group A,PPV,North,2024-03-01,6988474,4580.666667
Company 9,Group A,PPV,North,2024-03-01,1871285,1238.166667
Company 6,Group A,PPV,North,2024-02-01,-25007,-26.74999984
Company 5,Group A,PPV,North,2024-02-01,5354937,3442.166668
Company 9,Group A,PPV,North,2024-02-01,1481723,1009.333334
Company 6,Group A,PPV,South,2024-02-01,-4902,-7.24999991
Company 5,Group A,PPV,South,2024-02-01,7060879,5479.000001
Company 9,Group A,PPV,South,2024-02-01,950193,741.6666668
Company 6,Group A,PPV,South,2024-03-01,-5024,-9.66666656
Company 5,Group A,PPV,South,2024-03-01,9207247,7129.083333
Company 9,Group A,PPV,South,2024-03-01,1111581,937.6666668
Company 5,Group A,PPV,South,2024-04-01,9686138,7605.333332
Company 9,Group A,PPV,South,2024-04-01,1343306,1033.416667
Company 6,Group A,PPV,South,2024-04-01,8913,3.99999995
Company 9,Group A,PPV,South,2024-01-01,804489,622.4166667
Company 5,Group A,PPV,South,2024-01-01,7256906,5453.500001
Company 6,Group A,PPV,South,2024-01-01,176138,128.8333335
Company 5,Group A,PPV,South,2024-05-01,10412341,8042.083332
Company 6,Group A,PPV,South,2024-05-01,-4653,-5.25
Company 9,Group A,PPV,South,2024-05-01,1434913,1082.5
